doc_id,n_files,n_filenames,n_scans,keep_filename,drop_filenames,hands,repository,shelfmark,main_relative_path
668,1,1,1,668_SAGent_Bijloke_E41 (1).JPG,,KA_1,SA Gent,Bijloke_E41,hand/KA_1/668_SAGent_Bijloke_E41 (1).JPG
669,1,1,1,669_SAGent_Bijloke_F17 (1).JPG,,KA_8,SA Gent,Bijloke_F17,hand/KA_8/669_SAGent_Bijloke_F17 (1).JPG
670,1,1,1,670_SAGent_Bijloke_F26 (1).JPG,,KA_9,SA Gent,Bijloke_F26,hand/KA_9/670_SAGent_Bijloke_F26 (1).JPG
671,1,1,1,671_SAGent_Bijloke_F29 (1).JPG,,KA_8,SA Gent,Bijloke_F29,hand/KA_8/671_SAGent_Bijloke_F29 (1).JPG
672,1,1,1,672_SAGent_Bijloke_F33 (1).JPG,,KA_10,SA Gent,Bijloke_F33,hand/KA_10/672_SAGent_Bijloke_F33 (1).JPG
673,1,1,1,673_SAGent_Bijloke_F34 (1).JPG,,KA_10,SA Gent,Bijloke_F34,hand/KA_10/673_SAGent_Bijloke_F34 (1).JPG
674,1,1,1,674_SAGent_Bijloke_F35 (1).JPG,,KA_8,SA Gent,Bijloke_F35,hand/KA_8/674_SAGent_Bijloke_F35 (1).JPG
675,1,1,1,675_SAGent_Bijloke_F38 (1).JPG,,KA_11,SA Gent,Bijloke_F38,hand/KA_11/675_SAGent_Bijloke_F38 (1).JPG
676,1,1,1,676_SAGent_Bijloke_F40 (1).JPG,,,SA Gent,Bijloke_F40,unattributed/676_SAGent_Bijloke_F40 (1).JPG
689,1,1,1,689_AM Lille_PAT-178_3825_2.jpeg,,,AM Lille,PAT-178_3825_2,unattributed/689_AM Lille_PAT-178_3825_2.jpeg
701,1,1,1,701_AM Lille_PAT-120-2192_1.jpg,,KA_8,AM Lille,PAT-120-2192_1,hand/KA_8/701_AM Lille_PAT-120-2192_1.jpg
702,1,1,1,702_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_69_1.jpeg,,KA_8,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_69_1,hand/KA_8/702_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_69_1.jpeg
703,1,1,1,703_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_70_1.jpeg,,KA_8,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_70_1,hand/KA_8/703_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_70_1.jpeg
704,1,1,1,704_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_62_2.jpeg,,,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_62_2,unattributed/704_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_62_2.jpeg
705,1,1,1,705_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_64_2.jpeg,,,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_64_2,unattributed/705_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_64_2.jpeg
706,1,1,1,706_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_76_1.jpeg,,,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_76_1,unattributed/706_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_76_1.jpeg
707,1,1,1,707_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_75_2.jpeg,,KA_8,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_75_2,hand/KA_8/707_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_75_2.jpeg
708,1,1,1,708_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_86_2.jpeg,,KA_8,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_86_2,hand/KA_8/708_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_86_2.jpeg
709,1,1,1,709_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_88_1.jpeg,,KA_12,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_88_1,hand/KA_12/709_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_88_1.jpeg
710,1,1,1,710_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_81_2.jpeg,,KA_8,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_81_2,hand/KA_8/710_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_81_2.jpeg
712,1,1,1,712_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_92_2.jpeg,,KA_8,ADN Lille,Archives hospitalières_Hôpital Comtesse_Titres isolés_92_2,hand/KA_8/712_ADN Lille_Archives hospitalières_Hôpital Comtesse_Titres isolés_92_2.jpeg
